,text,cleared_text,target
3263," @  будет жаль, если эта тележка для гольфа будет охвачена пламенем, бойкот",будет жаль если этот тележка для гольф будет охватить пламя бойкот,0
3264,"Автомобиль, охваченный пламенем, поддерживает движение на саммите   ",автомобиль охватить пламя поддерживать движение на саммит,1
3265,Почему вас захватывает заниженная самооценка Пройдите тест  ,почему вас захватывать заниженная самооценка пройти тест,0
3266,"Он пришел в страну, охваченную межплеменной войной, и превратил ее в землю мира, то есть в Медину Пророк Мухаммед ислам.",он прийти в страна охватить межплеменной война и превратить ее в земля мир то быть в медина пророк мухаммед ислам,0
3267,"Мужчины сбегают из машины, охваченной пламенем в Каньоне Парли. Бригады расследуют причину  ",мужчина сбегать из машина охватить пламя в каньон парли бригада расследовать причина,1
3268,"Мужчины сбегают из машины, охваченной пламенем в Каньоне Парли. Бригады расследуют причину  ",мужчина сбегать из машина охватить пламя в каньон парли бригада расследовать причина,1
3269,"Мужчины сбегают из машины, охваченной пламенем в Каньоне Парли. Бригады расследуют причину  ",мужчина сбегать из машина охватить пламя в каньон парли бригада расследовать причина,1
3270,Вы чувствуете себя захваченными заниженным представлением о себе? Пройдите тест  ,вы чувствовать себя захватить заниженным представление о себя пройти тест,0
3271,"Забастовка на канале в прямом эфире Последние новости о путешествиях, поскольку Лондон охвачен хаосом ; - настоящий озадачивающий заголовок ",забастовка на канал в прямой эфир последний новость о путешествие поскольку лондон охватить хаос настоящий озадачивать заголовок,1
3272,"Лукас Дуда - Призрачный гонщик. Не версия Ника Кейджа, а настоящий охваченный пламенем задира Мец.",лукас дуда призрачный гонщик не версия ник кейджа а настоящий охватить пламя задира мец,1
3273," действительно и удивительно жалкая идея, чтобы поместить ее в эпицентр новой эпохи посткапитализма.",действительно и удивительно жалкий идея чтобы поместить ее в эпицентр новый эпоха посткапитализма,0
3274,Вопрос. Есть ли у кого-нибудь еще такая проблема с кругом  в  ,вопрос быть ли у кто нибудь еще такой проблема с круг в,0
3275,Завтра начните выходные с напитков и развлечений @   ,завтра начать выходной с напиток и развлечение,0
3276," Я думаю об этом каждый раз, когда иду в эпицентр, ха-ха",я думать об это каждый раз когда идти в эпицентр ха ха,0
3277,В эту пятницу эпицентр -го этажа   ,в этот пятница эпицентр -го этаж,0
3278,"Популяция слонов в Танзании сократилась на  за пять лет, как показывает перепись  ",популяция слон в танзания сократиться на за пять год как показывать перепись,0
3279,Мне нужно место ж | некоторые специальные напитки я устал от эпицентра,мне нужный место ж | некоторый специальный напиток я устать от эпицентр,0
3280,"  Популяция слонов в Танзании сократилась на  за пять лет, как показывает перепись   ",популяция слон в танзания сократиться на за пять год как показывать перепись,1
3281," сентября Победитель в эпицентре, ад, даааа",сентябрь победитель в эпицентр ад даааа,0
3282,Как маленькая студия в глуши становится эпицентром общения  ,как маленький студия в глушь становиться эпицентр общение,0
3283,    | Спасибо ,| спасибо,0
3284,Вопрос. Есть ли у кого-нибудь еще эта проблема с кругом  в  через побег из тюрьмы /  ,вопрос быть ли у кто нибудь еще этот проблема с круг в через побег из тюрьма,0
3285,"Мне кажется, что если Мкайла и Си когда-нибудь окажутся в одной комнате, все должны эвакуироваться, потому что это будет так мелочно и по-детски, что я не смогу справиться.",мне казаться что если мкайла и си когда нибудь оказаться в одной комната все должный эвакуироваться потому что это будет так мелочно и по детски что я не смочь справиться,1
3286,"  ‰ ÛÓ Организаторы  заявляют, что вновь открывают музыкальный фестиваль после того, как угроза шторма вынудила их эвакуироваться",организатор заявлять что вновь открывать музыкальный фестиваль после того как угроза шторм вынудить их эвакуироваться,1
3287,"Узнайте, как эвакуироваться из дома в случае пожара, посмотрите видеоролики на       ",узнайте как эвакуироваться из дом в случай пожар посмотреть видеоролик на,1
3288,Команды по борьбе со стихийными бедствиями изучают способы эвакуации из зоны порта в ответ на предупреждения о приливных волнах. [,команда по борьба со стихийный бедствие изучать способ эвакуация из зона порт в ответ на предупреждение о приливный волна,1
3289,"Так что снова обязательно эвакуируйтесь через противопожарные двери. Есть вопросы. Да.
 Зачем нам открывать двери огню

 Я я могу",так что снова обязательно эвакуироваться через противопожарный дверь быть вопрос да зачем нам открывать дверь огню я я мочь,0
3290,"Когда в  срабатывает пожарная сигнализация, и мы продолжаем работать  минут, то решаем всех эвакуировать.",когда в срабатывать пожарный сигнализация и мы продолжать работать минута то решать всех эвакуировать,1
3291,"Калифорния ; # ;  & ; #  огонь -  сдерживается, поскольку  приказано эвакуироваться ",калифорния огонь сдерживаться поскольку приказать эвакуироваться,1
3292,"Если бы вы бросили пушечное ядро ​​в океан, Япония эвакуировалась бы",если бы вы бросить пушечный ядро ​​в океан япония эвакуироваться бы,1
3293,Пожарные эвакуируются из дома в городке Нортгемптон ,пожарный эвакуироваться из дом в городок нортгемптон,1
3294,"Хорошо, мне нужно, чтобы вы все покинули дом, чтобы я мог написать это стихотворение",хороший мне нужный чтобы вы весь покинуть дом чтобы я мочь написать этот стихотворение,0
3295,"Пожарные эвакуируют пассажиров из трамвая на Голд-Косте, который оказался в ловушке, когда линия электропередачи упала на вагон  : ",пожарный эвакуировать пассажир из трамвай на голд костя который оказаться в ловушка когда линия электропередача упасть на вагон,1
3296,Официальное видео      через ,официальный видео через,0
3297,"Не обращайте внимания на мою мгновенную историю, когда мы говорим об эвакуации, происходит бунт разгневанной белой девушки.",не обращать внимание на мой мгновенный история когда мы говорить об эвакуация происходить бунт разгневанной белый девушка,1
3298," Я буквально выпрыгнул из постели, надел пляжную одежду и выбежал за дверь, как будто мне пришлось эвакуироваться из-за апокалипсиса",я буквально выпрыгнуть из постель надеть пляжный одежда и выбежать за дверь как будто мне прийтись эвакуироваться из за апокалипсис,0
3299, может   эвакуировать ,мочь эвакуировать,0
3300,отменить гребаное шоу   ,отменить грёбаный шоу,0
3301,Осуждение явно заменяет последний ответ на бесцельную сушилку с эвакуацией  .,осуждение явно заменять последний ответ на бесцельный сушилка с эвакуация,1
3302," будет разработан для людей, находящихся в здании, после того, как они эвакуируются и сообщат на места сбора эвакуации.",будет разработать для человек находиться в здание после того как они эвакуироваться и сообщить на место сбор эвакуация,1
3303,"Джей и Алексис расстались, там вся ваша вера и цели, люди эвакуируются сами",джей и алексис расстаться там весь ваш вера и цель человек эвакуироваться сами,0
3304," , вот и все, кто нарушает договор, покинуть корабль, эвакуировать здание",вот и все кто нарушать договор покинуть корабль эвакуировать здание,1
3305,"Итак, сегодня на работе сработали все пожарные сигнализации в магазине, и нам пришлось эвакуироваться. Я был как  .... ЭТО ПРОИСХОДИТ",итак сегодня на работа сработать весь пожарный сигнализация в магазин и нам прийтись эвакуироваться я был как это происходит,1
3306,"Луи грустно, отмените шоу, теперь все уезжают, эвакуируйте это НЕ МОЖЕТ продолжаться",луи грустный отменить шоу теперь все уезжать эвакуировать это не может продолжаться,0
3307,"Нет, не эвакуируйте студентов, просто бросьте их в темницу. Это глупо.",нет не эвакуировать студент просто бросить их в темница это глупый,0
3308,"Во время Второй мировой войны США также пролетели над каждым местом бомбежки с предупреждающими письмами, призывающими людей эвакуироваться.",во время второй мировой война сша также пролететь над каждый место бомбёжка с предупреждающими письмо призывать человек эвакуироваться,1
3309, Обрыв линий электропередачи вызывает эвакуацию трамвая из Голд-Коста ,обрыв линия электропередача вызывать эвакуация трамвай из голд коста,1
3310,"Ооочень полицейская депеша сообщила, что некий человек угрожал застрелить  на усилителе Резерфорда, которого им пришлось эвакуировать",ооочень полицейский депеша сообщить что некий человек угрожать застрелить на усилитель резерфорд которого им прийтись эвакуировать,1
3311,"Летняя программа, над которой я работал, касалась городского бассейна, который нам пришлось эвакуировать, потому что один из моих детей оставил сюрприз  ",летний программа над которой я работать касаться городской бассейн который нам прийтись эвакуировать потому что один из мой ребёнок оставить сюрприз,0
3312,Правительство США отказывается эвакуировать тысячи американцев из Йемена  Йемен эвакуация из США прекращена,правительство сша отказываться эвакуировать тысяча американец из йемен йемен эвакуация из сша прекратить,1
3313," И, насколько я могу судить, они быстро отреагировали на сегодняшнего бандита и смогли эвакуировать всех людей, чтобы никто не был застрелен",и насколько я мочь судить они быстро отреагировать на сегодняшний бандит и смочь эвакуировать весь человек чтобы никто не был застрелить,1
3314," секунд, чтобы мои суки эвакуировались",секунда чтобы мой сук эвакуироваться,0
3315,Пожары в Калифорнии вынуждают тысячи людей эвакуироваться  через ,пожар в калифорния вынуждать тысяча человек эвакуироваться через,1
3316," Да, я вырос в каньоне над Лос-Анджелесом. Нам несколько раз приходилось эвакуироваться",да я вырасти в каньон над лос анджелес нам несколько раз приходиться эвакуироваться,1
3317,быстро закрыть шоу выйти на сцену эвакуировать всех из помещения Луи расстроен,быстро закрыть шоу выйти на сцена эвакуировать всех из помещение луи расстроить,0
3318," Не беспокойся, пока ты был в оффлайне, мне удалось эвакуировать всех отсюда, включая Хинату, так что продолжай и вызывай ...",не беспокоиться пока ты был в офлайн мне удаться эвакуировать всех отсюда включая хинату так что продолжать и вызывать,1
3319,Выйти из своей жизни,выйти из свой жизнь,0
3320,"Сегодня вечером довольно интересно. Несколько минут назад сработала пожарная система, и нам пришлось эвакуировать здание.",сегодня вечер довольно интересный несколько минута назад сработать пожарный система и нам прийтись эвакуировать здание,1
3321,"Я просто хочу, чтобы все знали, что Эмили волновалась, что я получу молочный коктейль, когда мы должны были эвакуироваться.",я просто хотеть чтобы все знать что эмили волноваться что я получить молочный коктейль когда мы должный были эвакуироваться,1
3322,"И МОЕЙ СЕМЬЕ пришлось покинуть Британскую Колумбию, нам нужна сила",и моей семье прийтись покинуть британский колумбия нам нужный сила,1
3323,"Вау в  есть предсезонные турниры в режиме карьеры Кровавый ад, эвакуируйте здание ",вау в быть предсезонный турнир в режим карьера кровавый ад эвакуировать здание,0
3324,"Возможно, преступным нацистам-убийцам стоит собрать свои чемоданы и эвакуироваться из Лондона и всей Великобритании  ХОРОШО СДЕЛАНО",возможно преступный нацист убийца стоить собрать свой чемодан и эвакуироваться из лондон и весь великобритания хорошо сделано,0
3325,"Кто-нибудь знает, почему Мерфрисборо Уолмарт эвакуировали сегодня вечером ",кто нибудь знать почему мерфрисборо уолмарт эвакуировать сегодня вечер,1
3326,"Зеленая линия на южной стороне нарушена после того, как поезд  сошел с рельсов, пассажиры эвакуированы   ",зелёный линия на южный сторона нарушить после того как поезд сойти с рельс пассажир эвакуировать,1
3327,Линии электропередач над трамваем на шоссе . Пассажиров только что эвакуировали @  @  ,линия электропередач над трамвай на шоссе пассажир только что эвакуировать,1
3328,"Красный Крест вновь открывает приют в школе Биклтона после того, как  домов были эвакуированы в районе Рузвельта, штат Вашингтон, из-за лесного пожара ",красный крест вновь открывать приют в школа биклтона после того как дом были эвакуировать в район рузвельт штат вашингтон из за лесной пожар,1
3329,"Приказана новая эвакуация для  домов, которым угрожает пожар на шоссе  возле мыса Рузвельт. ://./  ",приказать новый эвакуация для дом которым угрожать пожар на шоссе возле мыс рузвельт,1
3330,Они снова эвакуировали торговый центр,они снова эвакуировать торговый центр,1
3331,"По словам официальных лиц, более  человек эвакуированы из-за пожара в Калифорнии ",по слово официальный лицо более человек эвакуировать из за пожар в калифорния,1
3332,"Поклонники фильма   разгневаны после того, как кинотеатр Одеон был эвакуирован из-за ложной пожарной тревоги
  Пользователи  рассказывают ",поклонник фильм разгневать после того как кинотеатр одеон был эвакуировать из за ложный пожарный тревога пользователь рассказывать,1
3333," человек эвакуированы, когда калифорнийские пожарные борются с огнем, чтобы спасти дома   ",человек эвакуировать когда калифорнийский пожарный бороться с огонь чтобы спасти дом,1
3334,"Поклонники фильма   разгневаны после того, как кинотеатр  был эвакуирован из-за ложной пожарной тревоги  ",поклонник фильм разгневать после того как кинотеатр был эвакуировать из за ложный пожарный тревога,1
3335,Скалистый пожар в Северной Калифорнии достигает  акров  эвакуированных  Портленд Феникс Майами Атланта Каспер,скалистый пожар в северный калифорния достигать акр эвакуировать портленд феникс майами атланта каспер,1
3336,Поклонники фильма   разгневаны после эвакуации кинотеатра  из-за ложной пожарной тревоги Пользователи  рассказывают о Û ,поклонник фильм разгневать после эвакуация кинотеатр из за ложный пожарный тревога пользователь рассказывать о,1
3337, погибших  пропавших без вести  семьи эвакуированы из-за наводнения в Букидноне ,погибнуть пропасть без весть семья эвакуировать из за наводнение в букидноне,1
3338," Мне не удалось купить одну после последнего лондонского шоу, потому что сработала пожарная сигнализация и всех пришлось эвакуировать хахахаха",мне не удаться купить одну после последний лондонский шоу потому что сработать пожарный сигнализация и всех прийтись эвакуировать хахахаха,0
3339,"Только что эвакуировали из кинотеатра в чрезвычайной ситуации Видел людей, убегающих от другого, они",только что эвакуировать из кинотеатр в чрезвычайный ситуация видеть человек убегать от другого они,1
3340," Падение линий электропередач на трамвае   ОБНОВЛЕНИЕ ПОЖАР Бригады эвакуировали до  пассажиров, которые были тр. ://./",падение линия электропередач на трамвай обновление пожар бригада эвакуировать до пассажир которые были тр,1
3341,"Пассажиры эвакуировались с переулков, перекрытых из-за обрыва линий электропередачи над трамваем   @  ",пассажир эвакуироваться с переулок перекрыть из за обрыв линия электропередача над трамвай,1
3342,ПРЕДУПРЕЖДЕНИЕ Начальная школа Сэнди Хук эвакуирована после ‰ Û ÷ угрозы взрыва ‰ Ûª ,предупреждение начальный школа сэнди хук эвакуировать после ÷ угроза взрыв,1
3343,"Поклонники фильма   разгневаны после того, как кинотеатр  был эвакуирован из-за ложной пожарной тревоги ",поклонник фильм разгневать после того как кинотеатр был эвакуировать из за ложный пожарный тревога,0
3344,Приказ об эвакуации Рузвельта отменен в результате пожара на шоссе    ,приказ об эвакуация рузвельт отменить в результат пожар на шоссе,1
3345,Мы думаем с этими местными жителями Время для проливного дождя ,мы думать с этот местный житель время для проливный дождь,1
3346,"Поклонники фильма   разгневаны после того, как кинотеатр Одеон был эвакуирован из-за ложной пожарной тревоги
    манчестерлайт",поклонник фильм разгневать после того как кинотеатр одеон был эвакуировать из за ложный пожарный тревога манчестерлайт,1
3347," пассажиров благополучно эвакуированы после того, как поезд   сошел с рельсов ",пассажир благополучно эвакуировать после того как поезд сойти с рельс,1
3348,Отель эвакуирован после пожара на Шор-Драйв в Норфолке ,отель эвакуировать после пожар на шор драйв в норфолк,1
3349,"@  Фильм Доктор, мы должны немедленно уйти. Ядро нестабильно. Все здание должно быть эвакуировано. Проведите необходимое исследование.",фильм доктор мы должный немедленно уйти ядро нестабильно весь здание должный быть эвакуировать провести необходимый исследование,1
3350,Приказ об эвакуации отменен для города Рузвельт   ,приказ об эвакуация отменить для город рузвельт,1
3351,Скалистый огонь ,скалистый огонь,1
3352,"Ахрар аш-Шам. На наших переговорах с Ираном по поводу Аль-Забадани они хотели, чтобы все сунниты были эвакуированы из Аль-Забадани.",ахрар аш шам на наш переговорах с иран по повод аль забадани они хотеть чтобы весь суннит были эвакуировать из аль забадани,0
3353,"Весь город Рузвельт, штат Вашингтон, эвакуирован из-за лесного пожара ",весь город рузвельт штат вашингтон эвакуировать из за лесной пожар,1
3354,"  остается закрытым, поскольку лесной пожар сжигает  акров   ",оставаться закрытый поскольку лесной пожар сжигать акр,1
3355,"Хорошо, что в торговом центре действительно был пожар, и никто не эвакуировался.",хороший что в торговый центр действительно был пожар и никто не эвакуироваться,1
3356,"Это уединение, когда класс эвакуируется, а ребенок остается один в классе, чтобы заставить его подчиниться? ",этот уединение когда класс эвакуироваться а ребёнок оставаться один в класс чтобы заставить его подчиниться,1
3357,Скалистый пожар в Северной Калифорнии достигает  акров  эвакуированных  Портленд Феникс Майами Атланта Каспер,скалистый пожар в северный калифорния достигать акр эвакуировать портленд феникс майами атланта каспер,1
3358,"Меня эвакуировали из кинотеатра  минут через  
 Убей меня, пожалуйста",меня эвакуировать из кинотеатр минута через убей меня пожалуйста,0
3359,Трамвай Голд-Коста пострадал из-за упавшей линии электропередачи До  человек были эвакуированы из трамвая на Золотом Берегу  ,трамвай голд коста пострадать из за упасть линия электропередача до человек были эвакуировать из трамвай на золотой берег,1
3360,"Путешественники трамвая, эвакуированные после обрыва линии электропередачи в Серферсе ",путешественник трамвай эвакуировать после обрыв линия электропередача в серферсе,1
3361," приказывает эвакуировать брошенные самолеты в ММА.  отметила, что действия стали необходимы из-за  ",приказывать эвакуировать брошенные самолёт в мма отметить что действие стать необходимый из за,1
3362,"Органы власти выпустили новые уведомления об обязательной эвакуации для  домов к северу от пожара в Рузвельте, штат Вашингтон.",орган власть выпустить новый уведомление об обязательный эвакуация для дом к север от пожар в рузвельте штат вашингтон,1
3363, приказывает эвакуировать брошенные самолеты в ММА  через ,приказывать эвакуировать брошенные самолёт в мма через,0
3364,"Рузвельт, штат Вашингтон, в соответствии с приказом об эвакуации из-за лесного пожара ",рузвельт штат вашингтон в соответствие с приказ об эвакуация из за лесной пожар,1
3365,Офис шерифа города Гумбольдт выпустил уведомление об эвакуации для  резиденций в районе Лассикс более подробная информация на ,офис шериф город гумбольдт выпустить уведомление об эвакуация для резиденция в район лассикс более подробный информация на,1
3366, приказывает эвакуировать брошенные самолеты в ММА ,приказывать эвакуировать брошенные самолёт в мма,1
3367,ВЬЕТНАМСКИЙ ВОЕННЫЙ НАЧАЛЬНИК -я ЭВАКУАЦИОННАЯ БОЛЬНИЦА США    ,вьетнамский военный начальник -я эвакуационная больница сша,1
3368, объявляет о возврате денег после эвакуации из-за экстремальных погодных условий на второй день   ,объявлять о возврат деньга после эвакуация из за экстремальный погодный условие на второй день,1
3369,Наша миссия - увидеть конец этого фильма вчера вечером   после получения сигнала пожарной эвакуации ,наш миссия увидеть конец этот фильм вчера вечер после получение сигнал пожарный эвакуация,1
3370,"В обновлении   говорится, что кровельная компания. рабочие случайно перерезали газопровод в почтовом отделении, что привело к эвакуации примерно на полчаса",в обновление говориться что кровельный компания рабочий случайно перерезать газопровод в почтовый отделение что привести к эвакуация примерно на полчаса,1
3371,Консультации по эвакуации для добровольного объединения  в районе  . Объявление комплекса    Пожары,консультация по эвакуация для добровольный объединение в район объявление комплекс пожары,1
3372,"Законченная эвакуационная больница, индексирующая лечение диссертации по ангиопластике, в элитных больницах встревожена: ‰ Û ",законченная эвакуационный больница индексировать лечение диссертация по ангиопластике в элитный больница встревожить,1
3373,"Таким образом,  - это индивидуальная аптечка для оказания первой помощи пострадавшему от травмы. Думаю, мне следует создать  или аптечку для эвакуации.",такой образ это индивидуальный аптечка для оказание первый помощь пострадать от травма думать мне следовать создать или аптечка для эвакуация,1
3374,"Элем Помо помогает беженцам из Скалистого огня Пожалуйста, примите во внимание
 Эвакуационный центр Элем  через ",элем помо помогать беженец из скалистый огонь пожалуйста принять во внимание эвакуационный центр элем через,1
3375,Кровельщики почтового отделения в изгибе перерезают газопровод для оперативной эвакуации ,кровельщик почтовый отделение в изгиб перерезать газопровод для оперативный эвакуация,1
3376," приказывает эвакуировать брошенные самолеты в ММА.  отмечает, что действия стали необходимыми   ",приказывать эвакуировать брошенные самолёт в мма отмечать что действие стать необходимый,1
3377,"   Я искал вас, ребята, в прямом эфире, я предполагаю, что эвакуация стоила вам фронта",я искать вас ребята в прямой эфир я предполагать что эвакуация стоить вам фронта,0
3378, предъявляет ультиматум об эвакуации заброшенных самолетов  через  Они тоже должны проверить их,предъявлять ультиматум об эвакуация забросить самолёт через они тоже должный проверить их,1
3379,Обновленная карта  с областями обязательной эвакуации красный Консультативная эвакуация желтый  центра эвакуации зеленый ,обновить карта с область обязательный эвакуация красный консультативный эвакуация жёлтый центр эвакуация зелёный,1
3380,ОБНОВЛЕНИЕ  только что издало приказ о добровольной эвакуации владельцев кают на озере Пикерел возле Рейда ,обновление только что издать приказ о добровольный эвакуация владелец кают на озеро пикерел возле рейд,1
3381,"Приказ об эвакуации отменен для города Рузвельт, Вашингтон, хотя жители предупредили, чтобы они были готовы быстро покинуть город ",приказ об эвакуация отменить для город рузвельт вашингтон хотя житель предупредить чтобы они были готовый быстро покинуть город,1
3382,", нам сегодня понравилось шоу. Отличное развлечение. Экстренная ситуация без эвакуации была интересной. Удачной пробежки.",нам сегодня понравиться шоу отличный развлечение экстренный ситуация без эвакуация была интересный удачный пробежка,0
3383,"моя школа просто случайно включила сигнализацию эвакуации из-за двух разных пробных экзаменов, ты издеваешься надо мной?",мой школа просто случайно включить сигнализация эвакуация из за два разный пробный экзамен ты издеваешься надо мной,0
3384,Прогулка по центру Мичиган-авеню в прошлое воскресенье во время эвакуации Лоллы  ,прогулка по центр мичиган авеню в прошлый воскресенье во время эвакуация лолла,1
3385,  сообщает о статусе эвакуации и возврата средств    через ,сообщать о статус эвакуация и возврат средство через,0
3386,"‰ ÛÏ В настоящее время рекомендуется добровольная эвакуация ‰ Û для домиков на озере Пикерел через шоссе от пожара Рейдлэйка, сообщает   ",в настоящий время рекомендоваться добровольный эвакуация для домик на озеро пикерел через шоссе от пожар рейдлэйка сообщать,1
3387,Ибрагим Мисау  приказывает эвакуировать брошенные самолеты в ММА  через  ,ибрагим мисау приказывать эвакуировать брошенные самолёт в мма через,1
3388,Приказ об эвакуации отменен для города Рузвельта  ,приказ об эвакуация отменить для город рузвельт,1
3389,"Обновите больше от   о том, как отключение газопровода привело к эвакуации главного почтового отделения сегодня днем ​​",обновить больше от о том как отключение газопровод привести к эвакуация главный почтовый отделение сегодня день ​​,1
3390,"Приказана новая эвакуация для  домов, которым угрожает пожар на шоссе  возле мыса Рузвельт. ://./  ",приказать новый эвакуация для дом которым угрожать пожар на шоссе возле мыс рузвельт,1
3391,Пожар на озере Рид вызывает приказ об эвакуации из лагеря ,пожар на озеро рид вызывать приказ об эвакуация из лагерь,1
3392,"Это злое поколение
 Рок-н-ролльная эвакуация
 Насколько может видеть глаз
 Эй, эй, эй, эй",это злой поколение рок н ролльная эвакуация насколько мочь видеть глаз эй эй эй эй,0
3393,  Хорошо Играйте вместе с ней Вы можете начать свою операцию со звездой смерти Эвакуация почти завершена,хорошо играть вместе с ней вы мочь начать свой операция со звезда смерть эвакуация почти завершить,0
3394,"Учения по эвакуации на работе Противопожарные двери не открывались, поэтому мне пришлось разбить стекло аварийной разблокировки на ощупь",учение по эвакуация на работа противопожарный дверь не открывались поэтому мне прийтись разбить стекло аварийный разблокировка на ощупь,0
